cell_type,effect_class,gene,primary_comparison,logfoldchanges,pvals_adj,direction
B_cell,shared_all_three,RAB31,PSNP_mix_40_200_vs_control,-0.6464405059814453,1.5655209511487168e-05,DOWN
B_cell,shared_all_three,RAPGEF2,PSNP_mix_40_200_vs_control,0.7786161303520203,1.5423292360424453e-36,UP
B_cell,shared_all_three,RAPGEF5,PSNP_mix_40_200_vs_control,0.5737202167510986,2.4297494168335742e-168,UP
B_cell,shared_all_three,RAPH1,PSNP_mix_40_200_vs_control,0.29043635725975037,2.6911588107174345e-258,UP
B_cell,shared_all_three,RARRES2,PSNP_mix_40_200_vs_control,1.2056916952133179,1.8996379770039034e-53,UP
B_cell,shared_all_three,RASGRP3,PSNP_mix_40_200_vs_control,-0.8388248085975647,0.00824702449433203,DOWN
B_cell,shared_all_three,RASSF2,PSNP_mix_40_200_vs_control,-0.5098992586135864,8.257380948251484e-16,DOWN
B_cell,shared_all_three,RASSF8,PSNP_mix_40_200_vs_control,0.5347948670387268,8.730905113781143e-301,UP
B_cell,shared_all_three,RBKS,PSNP_mix_40_200_vs_control,-0.5582717657089233,6.185294524851258e-239,DOWN
B_cell,shared_all_three,RBM20,PSNP_mix_40_200_vs_control,-0.8391458988189697,3.369983208701221e-54,DOWN
B_cell,shared_all_three,RDX,PSNP_mix_40_200_vs_control,0.6756722331047058,1.6530621308984883e-08,UP
B_cell,shared_all_three,RFX4,PSNP_mix_40_200_vs_control,-0.7695488333702087,8.307211979612109e-65,DOWN
B_cell,shared_all_three,RGS13,PSNP_mix_40_200_vs_control,-0.9491698145866394,6.896502504366606e-55,DOWN
B_cell,shared_all_three,RGS16,PSNP_mix_40_200_vs_control,-2.6119911670684814,2.974114667360555e-24,DOWN
B_cell,shared_all_three,RGS18,PSNP_mix_40_200_vs_control,0.49669432640075684,4.527631407252108e-66,UP
B_cell,shared_all_three,RHOB,PSNP_mix_40_200_vs_control,1.023430347442627,0.00017101317740083236,UP
B_cell,shared_all_three,RHOQ,PSNP_mix_40_200_vs_control,0.2717476785182953,0.004696656157726419,UP
B_cell,shared_all_three,RIPK2,PSNP_mix_40_200_vs_control,-0.5807960629463196,3.1260082361955285e-24,DOWN
B_cell,shared_all_three,RNASEH2B-AS1,PSNP_mix_40_200_vs_control,1.3051536083221436,3.175526487398396e-05,UP
B_cell,shared_all_three,RNF17,PSNP_mix_40_200_vs_control,0.6745352745056152,2.303826496984961e-56,UP
B_cell,shared_all_three,RNF24,PSNP_mix_40_200_vs_control,0.2575954496860504,1.4126246799980569e-28,UP
B_cell,shared_all_three,RNLS,PSNP_mix_40_200_vs_control,-0.7638151049613953,1.0677315486954659e-34,DOWN
B_cell,shared_all_three,RNU11,PSNP_mix_40_200_vs_control,-0.7485697865486145,6.224981340405519e-57,DOWN
B_cell,shared_all_three,RNU12,PSNP_mix_40_200_vs_control,-0.2520224153995514,0.0004114570913717942,DOWN
B_cell,shared_all_three,RP1-154K9.2,PSNP_mix_40_200_vs_control,0.48751023411750793,1.625668883469402e-304,UP
B_cell,shared_all_three,RP1-15D23.2,PSNP_mix_40_200_vs_control,9.782538414001465,6.916983742764871e-278,UP
B_cell,shared_all_three,RP1-167A14.2,PSNP_mix_40_200_vs_control,-0.9665704965591431,3.1162556226852744e-33,DOWN
B_cell,shared_all_three,RP1-28O10.1,PSNP_mix_40_200_vs_control,0.6354252696037292,3.1826442386670206e-65,UP
B_cell,shared_all_three,RP11-1018N14.1,PSNP_mix_40_200_vs_control,0.3716192841529846,1.846854287623349e-05,UP
B_cell,shared_all_three,RP11-101C11.1,PSNP_mix_40_200_vs_control,1.068487286567688,1.80128209360986e-285,UP
B_cell,shared_all_three,RP11-111E14.1,PSNP_mix_40_200_vs_control,-0.3977740705013275,5.245820023292931e-295,DOWN
B_cell,shared_all_three,RP11-1143G9.4,PSNP_mix_40_200_vs_control,-1.1809579133987427,3.192047920916684e-66,DOWN
B_cell,shared_all_three,RP11-118B18.1,PSNP_mix_40_200_vs_control,-1.1659259796142578,3.952133772703337e-67,DOWN
B_cell,shared_all_three,RP11-125B21.2,PSNP_mix_40_200_vs_control,0.34737592935562134,4.14514704836514e-306,UP
B_cell,shared_all_three,RP11-131L23.1,PSNP_mix_40_200_vs_control,-0.4367501139640808,6.572686619844064e-52,DOWN
B_cell,shared_all_three,RP11-138I1.2,PSNP_mix_40_200_vs_control,-1.9352164268493652,3.8210114351095585e-55,DOWN
B_cell,shared_all_three,RP11-13A1.3,PSNP_mix_40_200_vs_control,-2.0705668926239014,2.0006309214449774e-55,DOWN
B_cell,shared_all_three,RP11-160H12.2,PSNP_mix_40_200_vs_control,-1.4431122541427612,2.1029066559423003e-05,DOWN
B_cell,shared_all_three,RP11-17A4.2,PSNP_mix_40_200_vs_control,1.2191179990768433,4.14514704836514e-306,UP
B_cell,shared_all_three,RP11-180P8.1,PSNP_mix_40_200_vs_control,0.42153602838516235,3.42784978518504e-05,UP
B_cell,shared_all_three,RP11-203B7.1,PSNP_mix_40_200_vs_control,-1.2434167861938477,8.730905113781143e-301,DOWN
B_cell,shared_all_three,RP11-204L24.2,PSNP_mix_40_200_vs_control,-0.6785151362419128,2.302894931855007e-49,DOWN
B_cell,shared_all_three,RP11-20G13.3,PSNP_mix_40_200_vs_control,-0.5313861966133118,1.5109578240796517e-305,DOWN
B_cell,shared_all_three,RP11-214C8.2,PSNP_mix_40_200_vs_control,1.3413633108139038,5.983565108231566e-303,UP
B_cell,shared_all_three,RP11-264C15.2,PSNP_mix_40_200_vs_control,0.3377700746059418,1.625668883469402e-304,UP
B_cell,shared_all_three,RP11-266O8.1,PSNP_mix_40_200_vs_control,0.7186074256896973,1.625668883469402e-304,UP
B_cell,shared_all_three,RP11-269F21.3,PSNP_mix_40_200_vs_control,-1.1831417083740234,1.7305691727653833e-05,DOWN
B_cell,shared_all_three,RP11-282I1.1,PSNP_mix_40_200_vs_control,0.4970705509185791,8.730905113781143e-301,UP
B_cell,shared_all_three,RP11-304F15.3,PSNP_mix_40_200_vs_control,1.1491531133651733,1.625668883469402e-304,UP
B_cell,shared_all_three,RP11-307C12.13,PSNP_mix_40_200_vs_control,-0.7745116949081421,1.135011856340486e-302,DOWN
B_cell,shared_all_three,RP11-307P5.1,PSNP_mix_40_200_vs_control,-3.3338799476623535,1.135011856340486e-302,DOWN
B_cell,shared_all_three,RP11-326F20.5,PSNP_mix_40_200_vs_control,0.9050697684288025,2.204768039581596e-287,UP
B_cell,shared_all_three,RP11-33A14.1,PSNP_mix_40_200_vs_control,-0.6796427369117737,2.1895654460841024e-55,DOWN
B_cell,shared_all_three,RP11-345M22.1,PSNP_mix_40_200_vs_control,-0.4389416575431824,1.625668883469402e-304,DOWN
B_cell,shared_all_three,RP11-354A14.1,PSNP_mix_40_200_vs_control,0.4639679193496704,1.625668883469402e-304,UP
B_cell,shared_all_three,RP11-366L20.2,PSNP_mix_40_200_vs_control,0.45255497097969055,1.5890991922093866e-05,UP
B_cell,shared_all_three,RP11-370I10.6,PSNP_mix_40_200_vs_control,4.041274070739746,5.0801806679483666e-05,UP
B_cell,shared_all_three,RP11-38M8.1,PSNP_mix_40_200_vs_control,-0.5546796321868896,2.1895654460841024e-55,DOWN
B_cell,shared_all_three,RP11-403B2.7,PSNP_mix_40_200_vs_control,0.3181060552597046,7.095004205548902e-299,UP
B_cell,shared_all_three,RP11-40F8.2,PSNP_mix_40_200_vs_control,-1.0684484243392944,4.865702122807028e-285,DOWN
B_cell,shared_all_three,RP11-417J8.6,PSNP_mix_40_200_vs_control,0.8063667416572571,4.059276711129919e-304,UP
B_cell,shared_all_three,RP11-424N24.2,PSNP_mix_40_200_vs_control,-1.0981981754302979,5.34159989749991e-305,DOWN
B_cell,shared_all_three,RP11-431K24.1,PSNP_mix_40_200_vs_control,0.5608433485031128,4.14514704836514e-306,UP
B_cell,shared_all_three,RP11-432J24.2,PSNP_mix_40_200_vs_control,0.7997388243675232,2.5340315843309366e-05,UP
B_cell,shared_all_three,RP11-434I12.2,PSNP_mix_40_200_vs_control,0.6965205073356628,9.854323551392918e-54,UP
B_cell,shared_all_three,RP11-446H18.5,PSNP_mix_40_200_vs_control,0.2623452842235565,1.135011856340486e-302,UP
B_cell,shared_all_three,RP11-446N19.1,PSNP_mix_40_200_vs_control,-0.8109460473060608,5.48902145110833e-46,DOWN
B_cell,shared_all_three,RP11-462G2.2,PSNP_mix_40_200_vs_control,-1.2548152208328247,2.1029066559423003e-05,DOWN
B_cell,shared_all_three,RP11-477N12.3,PSNP_mix_40_200_vs_control,1.4370676279067993,4.059276711129919e-304,UP
B_cell,shared_all_three,RP11-481J13.1,PSNP_mix_40_200_vs_control,-1.1783695220947266,1.625668883469402e-304,DOWN
B_cell,shared_all_three,RP11-498M5.2,PSNP_mix_40_200_vs_control,-0.3286343514919281,9.03549017955498e-145,DOWN
B_cell,shared_all_three,RP11-499F3.2,PSNP_mix_40_200_vs_control,-0.5882171392440796,6.80367406478261e-55,DOWN
B_cell,shared_all_three,RP11-508N12.2,PSNP_mix_40_200_vs_control,-1.0747679471969604,2.4471488744827196e-05,DOWN
B_cell,shared_all_three,RP11-523L20.2,PSNP_mix_40_200_vs_control,-0.33909815549850464,1.5767719165448648e-52,DOWN
B_cell,shared_all_three,RP11-532F6.3,PSNP_mix_40_200_vs_control,-1.4811068773269653,5.638339602742348e-55,DOWN
B_cell,shared_all_three,RP11-535M15.1,PSNP_mix_40_200_vs_control,1.8512130975723267,6.150907547987912e-52,UP
B_cell,shared_all_three,RP11-536G4.2,PSNP_mix_40_200_vs_control,-0.46610143780708313,1.625668883469402e-304,DOWN
B_cell,shared_all_three,RP11-541P9.3,PSNP_mix_40_200_vs_control,-1.8202767372131348,1.918144232753012e-05,DOWN
B_cell,shared_all_three,RP11-546K22.1,PSNP_mix_40_200_vs_control,2.039018154144287,1.883837166142264e-56,UP
B_cell,shared_all_three,RP11-548L20.1,PSNP_mix_40_200_vs_control,0.6938909888267517,4.14514704836514e-306,UP
B_cell,shared_all_three,RP11-553L6.2,PSNP_mix_40_200_vs_control,2.0588769912719727,5.898866105776939e-43,UP
B_cell,shared_all_three,RP11-556E13.1,PSNP_mix_40_200_vs_control,0.3102034032344818,1.5890991922093866e-05,UP
B_cell,shared_all_three,RP11-559M23.1,PSNP_mix_40_200_vs_control,-2.93818998336792,7.09984188687277e-299,DOWN
B_cell,shared_all_three,RP11-571M6.17,PSNP_mix_40_200_vs_control,-1.3696502447128296,1.7305691727653833e-05,DOWN
B_cell,shared_all_three,RP11-574H6.1,PSNP_mix_40_200_vs_control,0.49036741256713867,1.846854287623349e-05,UP
B_cell,shared_all_three,RP11-57G10.8,PSNP_mix_40_200_vs_control,-2.5336620807647705,5.967250795711695e-297,DOWN
B_cell,shared_all_three,RP11-58G13.1,PSNP_mix_40_200_vs_control,-1.601912260055542,2.4733470884353056e-244,DOWN
B_cell,shared_all_three,RP11-596D21.1,PSNP_mix_40_200_vs_control,0.44796204566955566,1.135011856340486e-302,UP
B_cell,shared_all_three,RP11-624L4.1,PSNP_mix_40_200_vs_control,0.3708001375198364,1.5127590117166654e-05,UP
B_cell,shared_all_three,RP11-62I21.1,PSNP_mix_40_200_vs_control,0.5238152146339417,4.14514704836514e-306,UP
B_cell,shared_all_three,RP11-638L3.1,PSNP_mix_40_200_vs_control,3.4383552074432373,7.606598109477667e-302,UP
B_cell,shared_all_three,RP11-659O3.1,PSNP_mix_40_200_vs_control,0.577375054359436,1.974189241819645e-67,UP
B_cell,shared_all_three,RP11-65M17.3,PSNP_mix_40_200_vs_control,-0.30064693093299866,5.6214014008875506e-55,DOWN
B_cell,shared_all_three,RP11-671J11.4,PSNP_mix_40_200_vs_control,-0.8665532469749451,1.3908252572129752e-66,DOWN
B_cell,shared_all_three,RP11-679C8.2,PSNP_mix_40_200_vs_control,1.1386758089065552,1.9971205943982753e-258,UP
B_cell,shared_all_three,RP11-690J15.1,PSNP_mix_40_200_vs_control,-0.8197044134140015,1.6765958669225658e-66,DOWN
B_cell,shared_all_three,RP11-727F15.9,PSNP_mix_40_200_vs_control,-0.5225526690483093,6.329997306184296e-51,DOWN
B_cell,shared_all_three,RP11-736E3.1,PSNP_mix_40_200_vs_control,-0.9320449233055115,7.541625083191904e-66,DOWN
B_cell,shared_all_three,RP11-73M7.9,PSNP_mix_40_200_vs_control,0.671390175819397,1.846854287623349e-05,UP
B_cell,shared_all_three,RP11-754N21.1,PSNP_mix_40_200_vs_control,-0.9459479451179504,2.3409447936742557e-05,DOWN
B_cell,shared_all_three,RP11-76E12.1,PSNP_mix_40_200_vs_control,0.8707500696182251,1.5223025408051877e-303,UP
B_cell,shared_all_three,RP11-815M8.1,PSNP_mix_40_200_vs_control,1.4188412427902222,1.625668883469402e-304,UP
B_cell,shared_all_three,RP11-81N13.1,PSNP_mix_40_200_vs_control,-0.3173805773258209,1.107138740386608e-48,DOWN
B_cell,shared_all_three,RP11-844P9.2,PSNP_mix_40_200_vs_control,0.7180168628692627,1.625668883469402e-304,UP
B_cell,shared_all_three,RP11-879F14.1,PSNP_mix_40_200_vs_control,0.5374441146850586,2.1534654844028582e-05,UP
B_cell,shared_all_three,RP11-96H19.1,PSNP_mix_40_200_vs_control,-0.6463202834129333,2.0899540622988777e-44,DOWN
B_cell,shared_all_three,RP11-9M16.2,PSNP_mix_40_200_vs_control,-0.841863214969635,6.56354530816465e-284,DOWN
B_cell,shared_all_three,RP3-467K16.2,PSNP_mix_40_200_vs_control,-1.0669212341308594,1.1454320024235984e-53,DOWN
B_cell,shared_all_three,RP4-684O24.5,PSNP_mix_40_200_vs_control,0.3853861689567566,1.846854287623349e-05,UP
B_cell,shared_all_three,RP5-1043L13.1,PSNP_mix_40_200_vs_control,0.8642628192901611,2.19631046891054e-289,UP
B_cell,shared_all_three,RP5-1071N3.1,PSNP_mix_40_200_vs_control,-1.026879906654358,2.094166775159945e-54,DOWN
B_cell,shared_all_three,RP5-898J17.1,PSNP_mix_40_200_vs_control,0.4592467248439789,1.828124008922921e-55,UP
B_cell,shared_all_three,RP5-951N9.1,PSNP_mix_40_200_vs_control,-2.9943318367004395,1.4646582909242188e-299,DOWN
B_cell,shared_all_three,RP5-991G20.1,PSNP_mix_40_200_vs_control,-6.6642165184021,1.054202268280038e-53,DOWN
B_cell,shared_all_three,RP6-99M1.2,PSNP_mix_40_200_vs_control,-3.449934720993042,6.270866068848874e-230,DOWN
B_cell,shared_all_three,RPL10A,PSNP_mix_40_200_vs_control,0.914783239364624,6.5303857822661704e-06,UP
B_cell,shared_all_three,RPL8,PSNP_mix_40_200_vs_control,0.601215660572052,7.987705431019061e-06,UP
B_cell,shared_all_three,RPLP0,PSNP_mix_40_200_vs_control,0.3482706546783447,0.0036290244325473905,UP
B_cell,shared_all_three,RPPH1,PSNP_mix_40_200_vs_control,-0.3211837410926819,1.127808588019854e-47,DOWN
B_cell,shared_all_three,RPS5,PSNP_mix_40_200_vs_control,0.5555011630058289,6.6289515462266344e-06,UP
B_cell,shared_all_three,RPSA,PSNP_mix_40_200_vs_control,0.30985215306282043,0.03814971695130856,UP
B_cell,shared_all_three,RTKN2,PSNP_mix_40_200_vs_control,-0.3834831118583679,5.4711116937712153e-269,DOWN
B_cell,shared_all_three,RUNDC3B,PSNP_mix_40_200_vs_control,0.5877236723899841,1.7728320651775814e-47,UP
B_cell,shared_all_three,RYR3,PSNP_mix_40_200_vs_control,1.1289591789245605,3.0804278492974655e-63,UP
B_cell,shared_all_three,S100A12,PSNP_mix_40_200_vs_control,-0.4258884787559509,4.059276711129919e-304,DOWN
B_cell,shared_all_three,S100A8,PSNP_mix_40_200_vs_control,-0.42841964960098267,4.657730122752149e-282,DOWN
B_cell,shared_all_three,S100A9,PSNP_mix_40_200_vs_control,-0.2959058880805969,1.5660523692392772e-246,DOWN
B_cell,shared_all_three,S100Z,PSNP_mix_40_200_vs_control,-1.1280803680419922,6.92131261854469e-59,DOWN
B_cell,shared_all_three,SAMD12,PSNP_mix_40_200_vs_control,-0.8368016481399536,5.236001780440915e-36,DOWN
B_cell,shared_all_three,SAMSN1,PSNP_mix_40_200_vs_control,0.37358158826828003,3.0936613367154066e-43,UP
B_cell,shared_all_three,SCLT1,PSNP_mix_40_200_vs_control,1.1193385124206543,6.380372944832685e-15,UP
B_cell,shared_all_three,SCUBE1,PSNP_mix_40_200_vs_control,0.46657833456993103,4.14514704836514e-306,UP
B_cell,shared_all_three,SCUBE3,PSNP_mix_40_200_vs_control,0.7515711188316345,2.917214834961718e-52,UP
B_cell,shared_all_three,SDK1,PSNP_mix_40_200_vs_control,-2.5022220611572266,4.68361613056728e-241,DOWN
B_cell,shared_all_three,SEPP1,PSNP_mix_40_200_vs_control,0.2536294162273407,7.09984188687277e-299,UP
B_cell,shared_all_three,SERPINB7,PSNP_mix_40_200_vs_control,0.7519073486328125,1.8633577316369318e-06,UP
B_cell,shared_all_three,SGIP1,PSNP_mix_40_200_vs_control,-0.4472159743309021,2.1029066559423003e-05,DOWN
B_cell,shared_all_three,SGK1,PSNP_mix_40_200_vs_control,0.7773551940917969,9.834793223125394e-229,UP
B_cell,shared_all_three,SGPP2,PSNP_mix_40_200_vs_control,1.0218355655670166,2.4062877300205702e-220,UP
B_cell,shared_all_three,SHBG,PSNP_mix_40_200_vs_control,2.314950466156006,4.4137779499177745e-05,UP
B_cell,shared_all_three,SHCBP1L,PSNP_mix_40_200_vs_control,-0.5249496102333069,1.135011856340486e-302,DOWN
B_cell,shared_all_three,SHROOM3,PSNP_mix_40_200_vs_control,0.5568517446517944,1.135011856340486e-302,UP
B_cell,shared_all_three,SIPA1L2,PSNP_mix_40_200_vs_control,-0.28676316142082214,7.697934075302632e-65,DOWN
B_cell,shared_all_three,SIX5,PSNP_mix_40_200_vs_control,1.3113189935684204,5.935948192882621e-56,UP
B_cell,shared_all_three,SLAMF7,PSNP_mix_40_200_vs_control,0.6940783262252808,1.0972293638763932e-71,UP
B_cell,shared_all_three,SLC11A1,PSNP_mix_40_200_vs_control,-0.7182795405387878,1.849336799949465e-66,DOWN
B_cell,shared_all_three,SLC16A3,PSNP_mix_40_200_vs_control,-0.37059175968170166,0.001540580106649238,DOWN
B_cell,shared_all_three,SLC16A9,PSNP_mix_40_200_vs_control,0.5052562355995178,5.935948192882621e-56,UP
B_cell,shared_all_three,SLC17A8,PSNP_mix_40_200_vs_control,1.5274949073791504,4.14514704836514e-306,UP
B_cell,shared_all_three,SLC1A6,PSNP_mix_40_200_vs_control,-1.289426326751709,1.2552368084726478e-55,DOWN
B_cell,shared_all_three,SLC22A1,PSNP_mix_40_200_vs_control,1.1458860635757446,2.8279651975043586e-56,UP
B_cell,shared_all_three,SLC25A37,PSNP_mix_40_200_vs_control,0.701981246471405,7.900671245685763e-06,UP
B_cell,shared_all_three,SLC26A8,PSNP_mix_40_200_vs_control,-2.963871717453003,6.090612472800566e-297,DOWN
B_cell,shared_all_three,SLC27A2,PSNP_mix_40_200_vs_control,-0.897874653339386,1.6465804051412947e-05,DOWN
B_cell,shared_all_three,SLC36A3,PSNP_mix_40_200_vs_control,-0.6726458668708801,5.884177995798691e-244,DOWN
B_cell,shared_all_three,SLC38A11,PSNP_mix_40_200_vs_control,0.7875256538391113,9.64784941371117e-282,UP
B_cell,shared_all_three,SLC41A2,PSNP_mix_40_200_vs_control,0.8867494463920593,3.659746642330463e-123,UP
B_cell,shared_all_three,SLC44A1,PSNP_mix_40_200_vs_control,0.46127888560295105,2.0172964871327477e-41,UP
B_cell,shared_all_three,SLC44A5,PSNP_mix_40_200_vs_control,0.9247345328330994,4.793642585123049e-48,UP
B_cell,shared_all_three,SLC4A4,PSNP_mix_40_200_vs_control,-0.4173043966293335,4.2552078038672684e-50,DOWN
B_cell,shared_all_three,SLFN14,PSNP_mix_40_200_vs_control,-0.373310387134552,5.803670987641877e-55,DOWN
B_cell,shared_all_three,SMIM2-AS1,PSNP_mix_40_200_vs_control,0.37858015298843384,7.219628821796963e-56,UP
B_cell,shared_all_three,SNAPC1,PSNP_mix_40_200_vs_control,0.8878229856491089,3.0365470979180223e-172,UP
B_cell,shared_all_three,SNED1,PSNP_mix_40_200_vs_control,0.5536285042762756,4.375166172326185e-15,UP
B_cell,shared_all_three,SNORD3B-1,PSNP_mix_40_200_vs_control,0.6142502427101135,1.807146285152216e-63,UP
B_cell,shared_all_three,SNTG2,PSNP_mix_40_200_vs_control,-2.649932861328125,3.3653941039057996e-53,DOWN
B_cell,shared_all_three,SNX24,PSNP_mix_40_200_vs_control,-0.9999840259552002,2.2337839350816635e-33,DOWN
B_cell,shared_all_three,SOBP,PSNP_mix_40_200_vs_control,0.7960015535354614,1.8402689235627094e-247,UP
B_cell,shared_all_three,SOX5,PSNP_mix_40_200_vs_control,-0.9786911606788635,4.343056012924399e-05,DOWN
B_cell,shared_all_three,SOX6,PSNP_mix_40_200_vs_control,0.28025367856025696,1.283766877430286e-05,UP
B_cell,shared_all_three,SPINK1,PSNP_mix_40_200_vs_control,0.2542394995689392,2.434161533214537e-05,UP
B_cell,shared_all_three,SPOCK1,PSNP_mix_40_200_vs_control,1.1795469522476196,1.625668883469402e-304,UP
B_cell,shared_all_three,SPP1,PSNP_mix_40_200_vs_control,-0.46644532680511475,6.03949384766531e-299,DOWN
B_cell,shared_all_three,SPRED2,PSNP_mix_40_200_vs_control,-2.7946746349334717,6.2981474483431904e-49,DOWN
B_cell,shared_all_three,SRCIN1,PSNP_mix_40_200_vs_control,1.3540071249008179,2.1534654844028582e-05,UP
B_cell,shared_all_three,ST6GALNAC5,PSNP_mix_40_200_vs_control,-0.34435632824897766,8.152917269749484e-55,DOWN
B_cell,shared_all_three,STAM,PSNP_mix_40_200_vs_control,0.39455530047416687,2.931679988832627e-16,UP
B_cell,shared_all_three,STARD13,PSNP_mix_40_200_vs_control,1.088559865951538,4.461297671500048e-05,UP
B_cell,shared_all_three,STARD4-AS1,PSNP_mix_40_200_vs_control,0.7015329003334045,3.2228181633235e-50,UP
B_cell,shared_all_three,STEAP1B,PSNP_mix_40_200_vs_control,-0.41344740986824036,1.0304160693886906e-203,DOWN
B_cell,shared_all_three,STK3,PSNP_mix_40_200_vs_control,-0.6477856040000916,0.024617555747179085,DOWN
B_cell,shared_all_three,STK32B,PSNP_mix_40_200_vs_control,1.123086929321289,1.2943013805328987e-283,UP
B_cell,shared_all_three,STPG2,PSNP_mix_40_200_vs_control,-2.6821415424346924,2.2754400513540626e-51,DOWN
B_cell,shared_all_three,STXBP6,PSNP_mix_40_200_vs_control,-0.579925000667572,1.610765930960529e-05,DOWN
B_cell,shared_all_three,STYK1,PSNP_mix_40_200_vs_control,0.5905411243438721,3.3585005052138646e-56,UP
B_cell,shared_all_three,SV2C,PSNP_mix_40_200_vs_control,-0.5070328116416931,3.052978098706995e-54,DOWN
B_cell,shared_all_three,SYN3,PSNP_mix_40_200_vs_control,0.30409613251686096,4.158444138270335e-228,UP
B_cell,shared_all_three,SYNGR1,PSNP_mix_40_200_vs_control,-1.0613758563995361,1.0180517172982265e-37,DOWN
B_cell,shared_all_three,TBC1D30,PSNP_mix_40_200_vs_control,-0.4896532893180847,9.703703671937412e-66,DOWN
B_cell,shared_all_three,TBC1D32,PSNP_mix_40_200_vs_control,-1.3285045623779297,2.5058451071567523e-25,DOWN
B_cell,shared_all_three,TBC1D9,PSNP_mix_40_200_vs_control,0.3657255470752716,0.02101813594566088,UP
B_cell,shared_all_three,TBX1,PSNP_mix_40_200_vs_control,0.8625823855400085,4.14514704836514e-306,UP
B_cell,shared_all_three,TEAD1,PSNP_mix_40_200_vs_control,-7.9009904861450195,4.340083495953575e-05,DOWN
B_cell,shared_all_three,TENM4,PSNP_mix_40_200_vs_control,-0.45422667264938354,8.740096746053534e-38,DOWN
B_cell,shared_all_three,TESK2,PSNP_mix_40_200_vs_control,0.48161622881889343,9.377588934053832e-15,UP
B_cell,shared_all_three,TEX9,PSNP_mix_40_200_vs_control,-0.50342857837677,1.939347506632286e-42,DOWN
