Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,gene_set,cell_type,effect_class,direction,n_input_genes
GO_Biological_Process_2023,Neuron Cell-Cell Adhesion (GO:0007158),3/14,7.126380256623058e-05,0.0473280595513964,0,0,46.71630094043887,446.0996588137753,NRXN1;NRXN3;CNTN4,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Synaptic Transmission (GO:0050806),5/77,9.619524299064316e-05,0.0473280595513964,0,0,12.06688596491228,111.608204836294,CACNG8;RELN;NRXN1;PLK2;NPTN,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,"Positive Regulation Of Synaptic Transmission, Glutamatergic (GO:0051968)",3/22,0.00029120613130839733,0.0955156110691543,0,0,27.035390199637025,220.1080666104974,CACNG8;RELN;NRXN1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Peptidyl-Tyrosine Phosphorylation (GO:0018108),4/67,0.0006839243212905856,0.1422805662946112,0,0,10.941614906832298,79.7388052663246,FER;RELN;INSR;PRLR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Microtubule Nucleation (GO:0090063),2/7,0.0007229703571880654,0.1422805662946112,0,0,67.95213675213675,491.4395250530128,PDE4DIP;HSPA1B,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Synapse Maturation (GO:0090129),2/8,0.0009602109582574732,0.1506721745075653,0,0,56.623931623931625,393.443322779174,RELN;NRXN1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Endoderm Formation (GO:0001706),3/35,0.0011698618067162,0.1506721745075653,0,0,16.041756465517242,108.29580687285532,DUSP4;ITGA4;HMGA2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Trans-Synaptic Signaling (GO:0099177),3/36,0.0012707067627747,0.1506721745075653,0,0,15.554858934169278,103.72263078017762,RELN;GRID1;LRRC4C,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Microtubule Nucleation (GO:0010968),2/10,0.0015312212856459,0.1506721745075653,0,0,42.46367521367522,275.23636354227165,PDE4DIP;HSPA1B,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Synapse Maturation (GO:0090128),2/10,0.0015312212856459,0.1506721745075653,0,0,42.46367521367522,275.23636354227165,RELN;NRXN1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Neurotransmitter Receptor Activity (GO:0099601),3/42,0.0019908228697811,0.1747352792113874,0,0,13.157824933687005,81.83123987065707,CACNG8;RELN;NPTX1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Learning (GO:0007612),3/43,0.0021309180391632,0.1747352792113874,0,0,12.82823275862069,78.90905597626748,NRXN1;INSR;NRXN3,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Calcium Ion Homeostasis (GO:0055074),4/102,0.0032334126438381,0.211616044319199,0,0,7.021472937000888,40.26265055762221,RYR2;CALCB;CIB3;NPTN,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Platelet-Derived Growth Factor Receptor Signaling Pathway (GO:0048008),2/15,0.0035040412396079,0.211616044319199,0,0,26.12491781722551,147.7060618977154,FER;PTPRJ,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Endothelial Cell Apoptotic Process (GO:2000353),2/15,0.0035040412396079,0.211616044319199,0,0,26.12491781722551,147.7060618977154,ITGA4;ANO6,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Peptidyl-Tyrosine Modification (GO:0018212),3/54,0.0040846356940378,0.211616044319199,0,0,10.05578093306288,55.31205165088091,FER;RELN;INSR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,"Regulation Of Synaptic Transmission, Glutamatergic (GO:0051966)",3/55,0.004301741880697,0.211616044319199,0,0,9.861903183023871,53.7348995032068,CACNG8;RELN;NRXN1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Cytokine-Mediated Signaling Pathway (GO:0019221),6/257,0.0044022956282903,0.211616044319199,0,0,4.152593167154391,22.530430495985627,FER;CSF2;IL36B;PTPRJ;CXCL13;PRLR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Cell Cycle Arrest (GO:0006977)",2/17,0.0045034546616551,0.211616044319199,0,0,22.63931623931624,122.3181988369672,CRADD;PLK2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Amyloid-Beta Formation (GO:1902004),2/17,0.0045034546616551,0.211616044319199,0,0,22.63931623931624,122.3181988369672,SLC2A13;GSAP,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Calcium Ion Transport (GO:0006816),4/112,0.0045161960677877,0.211616044319199,0,0,6.368115942028986,34.38836876115443,RYR2;CACNG8;ANO6;RAMP1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Signal Transduction (GO:0009967),6/266,0.0051953497267784,0.2119214633469014,0,0,4.007011572498298,21.07684615786438,ENHO;DEPDC1B;RELN;CRADD;NRXN1;NPTN,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Axonogenesis (GO:0007409),5/188,0.005360676882358,0.2119214633469014,0,0,4.721023871153293,24.68465241074687,RELN;NRXN1;APLP1;NRXN3;CNTN4,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Cellular Response To Catecholamine Stimulus (GO:0071870),2/19,0.0056186632715924,0.2119214633469014,0,0,19.973856209150327,103.49776163356326,RYR2;APLP1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Receptor Clustering (GO:0043113),2/19,0.0056186632715924,0.2119214633469014,0,0,19.973856209150327,103.49776163356326,ITGA4;NRXN1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Fat Cell Differentiation (GO:0045444),3/62,0.0060175644137459,0.2119214633469014,0,0,8.688778492109877,44.42635596499648,OSBPL8;HMGA2;SMAD6,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584),2/20,0.0062188008026864,0.2119214633469014,0,0,18.863247863247864,95.82866034621068,RYR2;PTPRJ,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Long-Term Synaptic Potentiation (GO:0060291),2/20,0.0062188008026864,0.2119214633469014,0,0,18.863247863247864,95.82866034621068,PLK2;NPTN,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Modulation Of Chemical Synaptic Transmission (GO:0050804),4/123,0.0062809305237496,0.2119214633469014,0,0,5.776251370113263,29.28696420885761,RELN;GRID1;NPTX1;LRRC4C,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Neuron Projection Guidance (GO:0097485),4/124,0.0064610202239908,0.2119214633469014,0,0,5.727826086956521,28.879516093438017,RELN;NRXN1;NRXN3;CNTN4,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902993),2/21,0.0068468254607969,0.2171279892859917,0,0,17.869545659019344,89.06128252508024,SLC2A13;GSAP,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240),2/22,0.0075023898737029,0.2171279892859917,0,0,16.975213675213674,83.05180428099584,CSF2;HSPA1B,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099),2/22,0.0075023898737029,0.2171279892859917,0,0,16.975213675213674,83.05180428099584,CSF2;HSPA1B,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463),2/22,0.0075023898737029,0.2171279892859917,0,0,16.975213675213674,83.05180428099584,RELN;NRXN1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Epithelial Cell Apoptotic Process (GO:1904037),2/23,0.0081851497526784,0.2301196387610163,0,0,16.166056166056165,77.684912265853,ITGA4;ANO6,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of AMPA Receptor Activity (GO:2000311),2/24,0.0088947638702,0.2431235457854685,0,0,15.43045843045843,72.86713818821082,CACNG8;RELN,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Activation Of Protein Kinase B Activity (GO:0032148),2/25,0.0096308940378224,0.2493894666636134,0,0,14.758825715347454,68.52196932308168,OSBPL8;INSR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Glucose Import (GO:0046326),2/25,0.0096308940378224,0.2493894666636134,0,0,14.758825715347454,68.52196932308168,OSBPL8;INSR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Cellular Response To Cytokine Stimulus (GO:0071345),6/308,0.0103348202159484,0.2494369218626976,0,0,3.4423606634237824,15.739287008305054,FER;NLRP12;CSF2;IL36B;PTPRJ;PRLR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Acute Inflammatory Response (GO:0002526),2/26,0.0103932050776124,0.2494369218626976,0,0,14.143162393162394,64.58620844047488,CEBPB;ANO6,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571),2/26,0.0103932050776124,0.2494369218626976,0,0,14.143162393162394,64.58620844047488,CRADD;PLK2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Protein Kinase Activity (GO:0045860),4/145,0.0110672029262311,0.2558712319023984,0,0,4.869565217391305,21.93139801738142,CENPE;RELN;INSR;HMGA2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239),2/27,0.011181364808743,0.2558712319023984,0,0,13.576752136752138,61.00722727167953,CSF2;HSPA1B,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Axon Guidance (GO:0007411),4/149,0.0121333905560691,0.2568343759681197,0,0,4.734272863568216,20.88663697772517,RELN;NRXN1;NRXN3;CNTN4,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Negative Regulation Of Multicellular Organismal Process (GO:0051241),5/231,0.0124145247766904,0.2568343759681197,0,0,3.814430988976867,16.741110924214585,NLRP12;NPTN;ADM;SMAD6;MAP2K6,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Activation Of Protein Kinase Activity (GO:0032147),3/81,0.0125146200121431,0.2568343759681197,0,0,6.565981432360743,28.764630428639475,OSBPL8;INSR;PRLR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Microtubule Polymerization (GO:0031116),2/29,0.0128339164125721,0.2568343759681197,0,0,12.56980056980057,54.749826479600685,PDE4DIP;HSPA1B,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Amide Metabolic Process (GO:0034250),3/85,0.01424221338314,0.2568343759681197,0,0,6.244428090832632,26.548466720635773,SLC2A13;EIF4A3;GSAP,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Endodermal Cell Differentiation (GO:0035987),2/31,0.0145859503160638,0.2568343759681197,0,0,11.701738874152667,49.47140072441286,ITGA4;HMGA2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Glucose Transmembrane Transport (GO:0010828),2/31,0.0145859503160638,0.2568343759681197,0,0,11.701738874152667,49.47140072441286,OSBPL8;INSR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Modulation Of Excitatory Postsynaptic Potential (GO:0098815),2/31,0.0145859503160638,0.2568343759681197,0,0,11.701738874152667,49.47140072441286,RELN;NRXN1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Response To Lipopolysaccharide (GO:0032496),4/159,0.0150806862298699,0.2568343759681197,0,0,4.426591865357644,18.566633145989996,FER;IL36B;CXCL13;SMAD6,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Heterochromatin Formation (GO:0031507),2/32,0.0154984737904204,0.2568343759681197,0,0,11.311111111111112,47.133555245442416,LMNA;HMGA2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),4/163,0.0163754450539599,0.2568343759681197,0,0,4.314356029532403,17.74051256758566,CALCB;ADM;RAMP1;GNAI1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),2/33,0.0164349143643536,0.2568343759681197,0,0,10.945685139233529,44.96867579627058,INSR;ADM,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Amyloid-Beta Formation (GO:1902003),2/33,0.0164349143643536,0.2568343759681197,0,0,10.945685139233529,44.96867579627058,SLC2A13;GSAP,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Protein Kinase B Signaling (GO:0051897),3/93,0.0180846447743037,0.2568343759681197,0,0,5.687068965517241,22.82045645859243,OSBPL8;INSR;PTPRJ,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,"DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)",2/36,0.0193846338288839,0.2568343759681197,0,0,9.978381096028157,39.34749669956984,CRADD;PLK2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Glucose Import (GO:0046324),2/36,0.0193846338288839,0.2568343759681197,0,0,9.978381096028157,39.34749669956984,OSBPL8;INSR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Substrate Adhesion-Dependent Cell Spreading (GO:0034446),2/36,0.0193846338288839,0.2568343759681197,0,0,9.978381096028157,39.34749669956984,FER;ITGA4,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Receptor Signaling Pathway Via JAK-STAT (GO:0007259),2/36,0.0193846338288839,0.2568343759681197,0,0,9.978381096028157,39.34749669956984,FER;CSF2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334),3/98,0.0207506677277022,0.2568343759681197,0,0,5.386388384754991,20.873207590812573,DEPDC1B;CSF2;CXCL13,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Mitotic Spindle Organization (GO:0060236),2/39,0.022538546588249,0.2568343759681197,0,0,9.167937167937168,34.76966073932359,GNAI1;HSPA1B,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Heterochromatin Organization (GO:0070828),2/39,0.022538546588249,0.2568343759681197,0,0,9.167937167937168,34.76966073932359,LMNA;HMGA2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480),2/40,0.0236338297872442,0.2568343759681197,0,0,8.926225820962664,33.42939523362087,RYR2;CALCB,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Kinase Activity (GO:0033674),3/104,0.0242197560366768,0.2568343759681197,0,0,5.064868555821099,18.844282149000552,CENPE;RELN;INSR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Metabolic Process (GO:0009893),3/108,0.0266960641871404,0.2568343759681197,0,0,4.870935960591133,17.648565787544694,CEBPB;INSR;PRLR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),2/43,0.0270475186031844,0.2568343759681197,0,0,8.271836564519491,29.862653587768307,ITGA4;ANO6,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Biomineral Tissue Development (GO:0070169),2/43,0.0270475186031844,0.2568343759681197,0,0,8.271836564519491,29.862653587768307,CEBPB;ANO6,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Protein Localization To Membrane (GO:0072657),4/192,0.0278447102452448,0.2568343759681197,0,0,3.643478260869565,13.047704698130604,ITGA4;NRXN1;ANK1;RAMP1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189),3/110,0.0279832043351068,0.2568343759681197,0,0,4.779407025459233,17.091880228757773,CALCB;ADM;RAMP1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,B Cell Chemotaxis (GO:0035754),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,CXCL13,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,GDP-mannose Metabolic Process (GO:0019673),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,GMDS,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Negative Regulation Of Mast Cell Activation (GO:0033004),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,FER,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Activation Of Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0007171),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,PRLR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Negative Regulation Of Sequestering Of Triglyceride (GO:0010891),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,OSBPL8,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Amylin Receptor Signaling Pathway (GO:0097647),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,RAMP1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,"Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Signaling Pathway (GO:0035872)",1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,MAP2K6,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Cell-Cell Signaling Involved In Cardiac Conduction (GO:0086019),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,RYR2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Cellular Heat Acclimation (GO:0070370),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,HSPA1B,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Cellular Response To Granulocyte Macrophage Colony-Stimulating Factor Stimulus (GO:0097011),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,CSF2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Cerebral Cortex Cell Migration (GO:0021795),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,RELN,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Contact Inhibition (GO:0060242),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,PTPRJ,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Response To Granulocyte Macrophage Colony-Stimulating Factor (GO:0097012),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,CSF2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin (GO:0033634),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,CXCL13,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Striated Muscle Hypertrophy (GO:0014897),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,RYR2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Heat Acclimation (GO:0010286),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,HSPA1B,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Podosome Assembly (GO:0071803),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,CSF2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Vocal Learning (GO:0042297),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,NRXN1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Imitative Learning (GO:0098596),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,NRXN1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Postsynaptic Density Assembly (GO:0097107),1/5,0.029400796348003,0.2568343759681197,0,0,42.11228813559322,148.5188181016861,NRXN1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Cellular Component Organization (GO:0051130),3/113,0.0299749894596467,0.2568343759681197,0,0,4.648354231974921,16.303600119647108,RELN;INSR;NRXN1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058),2/46,0.0306469585800776,0.2568343759681197,0,0,7.706682206682206,26.85949723461201,FER;PTPRJ,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Epithelial To Mesenchymal Transition (GO:0001837),2/47,0.0318867391525714,0.2568343759681197,0,0,7.535042735042735,25.96247994457403,HMGA2;S100A4,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Insulin Receptor Signaling Pathway (GO:0008286),2/47,0.0318867391525714,0.2568343759681197,0,0,7.535042735042735,25.96247994457403,FER;INSR,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Defense Response To Bacterium (GO:0042742),4/204,0.033701141736552,0.2568343759681197,0,0,3.4227826086956523,11.60399825025582,CEBPB;PI3;CXCL13;LYST,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Cell Communication (GO:0010646),2/49,0.0344246003686635,0.2568343759681197,0,0,7.213675213675214,24.30275524487913,RYR2;LTBP1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Negative Regulation Of Double-Strand Break Repair Via Nonhomologous End Joining (GO:2001033),1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,HMGA2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Negative Regulation Of Plasminogen Activation (GO:0010757),1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,SERPINE2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,"Neurotransmitter Receptor Transport, Postsynaptic Endosome To Lysosome (GO:0098943)",1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,CACNG8,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Regulation Of Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070432),1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,HSPA1B,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Calcitonin Family Receptor Signaling Pathway (GO:0097646),1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,RAMP1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Cellular Response To Caffeine (GO:0071313),1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,RYR2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0014808),1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,RYR2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Response To Alkaloid (GO:0043279),1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,RYR2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Response To Caffeine (GO:0031000),1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,RYR2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Positive Regulation Of Interleukin-23 Production (GO:0032747),1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,CSF2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Glutathione Biosynthetic Process (GO:0006750),1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,MGST2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Long-Term Synaptic Depression (GO:0060292),1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,PLK2,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
GO_Biological_Process_2023,Maintenance Of Protein Location In Extracellular Region (GO:0071694),1/6,0.0351772875496916,0.2568343759681197,0,0,33.68813559322034,112.7661371492705,LTBP1,GO_Biological_Process_2023,B_cell,mix_only_emergent,UP,119
