names,scores,logfoldchanges,pvals,pvals_adj,cell_type,comparison
SHROOM3,-68.89147,0.3638271,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
CYGB,-68.89154,0.58838415,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
SUSD5,-68.891594,0.9667359,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
NPHP3-AS1,-68.8917,1.2103682,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
APLP1,-68.96386,-0.11121355,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
GYG2,-68.96386,-0.11043786,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
AKR1C2,-68.96386,0.02522486,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
VCAM1,-68.96386,-0.058419697,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
KIR2DL3,-68.96386,0.06943097,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
SCUBE1,-68.96386,-0.1578419,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-120C12.3,-68.96386,0.16730388,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RNF182,-68.96386,-0.22548723,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
EYA1,-68.96386,0.060231943,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
ECEL1,-68.96387,0.100091636,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-704M14.1,-68.96387,0.18735364,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
C19orf77,-68.96387,0.029225873,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
SCT,-68.963875,0.036610655,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
CTD-2349B8.1,-68.963875,0.16367564,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
FCER1A,-68.963875,0.09731468,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
NCR2,-68.963875,0.21293704,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
HOXA10,-68.963875,0.24595204,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-69I8.3,-68.963875,0.2753259,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RBPMS2,-68.96388,0.20499519,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
CACNG8,-68.96388,0.18530655,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
LINC00693,-68.96388,-0.005068918,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-274J16.5,-68.96388,0.06557378,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
SLC10A6,-68.96388,0.17896272,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-815M8.1,-68.96389,0.26958904,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
LINC00290,-68.96389,0.20998335,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
GATA6,-68.96389,0.23678122,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
CPA3,-68.96389,0.2967734,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-17A4.2,-68.96389,0.26774964,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
SLC6A11,-68.96389,0.1300226,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-403B2.7,-68.9639,0.24594784,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
AC003092.1,-68.9639,0.32141754,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
SERPINI2,-68.9639,0.39442194,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-422J15.1,-68.9639,0.29359013,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
DUSP15,-68.963905,0.34365034,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
XCL1,-68.963905,0.37285474,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
C1orf116,-68.963905,0.20617677,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
AC106801.1,-68.963905,0.47199085,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
AL109763.2,-68.963905,0.38229263,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
NTRK3,-68.963905,0.3860384,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
DYSF,-68.963905,0.27438444,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
CTD-2524L6.3,-68.96391,0.30952933,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
AC003088.1,-68.96391,0.62381154,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-1090M7.1,-68.96391,0.45339325,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
CREB3L3,-68.96392,0.39028642,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
MMP10,-68.96392,0.3453814,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
ADCY5,-68.96392,0.3481733,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
FADS6,-68.96393,0.6002912,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
ABCA13,-68.96393,0.36390185,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
C1orf177,-68.963936,0.54283893,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
MEIS2,-68.963936,0.45998573,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
USP43,-68.963936,0.4896084,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP5-945F2.3,-68.96394,0.6006891,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
MYH13,-68.96397,1.0366757,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
XCL2,-68.96399,0.30612168,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
CCR3,-68.964,0.5659518,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
PI3,-69.036446,0.41805795,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-104J23.1,-69.036446,0.22584757,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
CTD-2587H19.1,-69.036446,0.37943056,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
ADAMTS1,-69.036446,0.26363096,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
KIR3DX1,-69.036446,0.35895523,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
LIM2,-69.036446,0.24072157,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-159H10.3,-69.036446,0.34558722,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-627D16.1,-69.036446,0.61543566,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
NFATC4,-69.036446,0.23226178,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-62I21.1,-69.036446,0.09267917,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
TDRD15,-69.036446,0.17473707,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
SLC38A11,-69.036446,0.30622408,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
CXCR2,-69.036446,0.27116305,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
TPRXL,-69.036446,0.51455057,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
ARPP21,-69.036446,0.2766808,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
PROS1,-69.036446,0.6661211,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
TM4SF1,-69.036446,0.34240386,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
PPP2R2C,-69.036446,0.53121674,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
GUCY1B3,-69.036446,0.3350007,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
AC008697.1,-69.036446,0.38111135,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-844P9.2,-69.036446,0.44441196,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-307P5.1,-69.036446,1.1534909,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
NME8,-69.036446,0.22882354,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
HGF,-69.036446,0.29513326,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
C8orf12,-69.036446,0.39065048,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
CCDC26,-69.036446,0.29015583,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
ANKRD20A1,-69.036446,0.07475449,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
PAX2,-69.036446,0.5957655,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
LGALS12,-69.036446,0.39184463,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
MYEOV,-69.036446,0.31083414,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
KRT81,-69.036446,0.14583497,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
RP11-536G4.2,-69.036446,0.6955108,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
GLIS1,-69.036446,0.532046,0.0,0.0,CD4_T,PSNP_mix_40_200_vs_control
FPR2,87.31332,-1.1088481,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
KCNE3,87.31332,-0.37995788,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
NFATC4,87.31332,-0.45371443,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
AKR1C2,87.31332,-0.14783604,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SUCNR1,87.31332,-0.26299512,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-116A1.1,87.29521,-0.24819165,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-159H10.3,87.29521,-0.28424597,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
IL1RL1,87.29521,-0.106686845,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-203B7.1,87.29521,-0.015922582,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
ADAMTS1,87.29521,-0.012066703,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
GS1-600G8.5,87.29521,-0.30472204,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
FAIM2,87.29521,0.0066465824,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-212I21.4,87.29521,-0.15058221,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SLC38A11,87.27712,-0.44915667,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
FCN1,87.27711,-0.67985016,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
MS4A3,87.27711,-0.22412673,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
MARC1,87.2771,-0.17540327,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-120C12.3,87.2771,-0.19965951,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
MARK1,87.2771,-0.11563965,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
AL109763.2,87.2771,0.032398477,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
IL36B,87.2771,-0.3148258,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
TGM3,87.2771,-0.11233629,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
PARM1,87.25905,-0.73424613,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
MYEOV,87.25902,-0.333615,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
DUSP15,87.25902,-0.4251328,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-506B6.6,87.25902,-0.4328649,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-104J23.1,87.25902,-0.4073954,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
C3orf65,87.259,-0.34663153,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
OLR1,87.259,-0.42720518,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
JPH4,87.258995,-0.09228653,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
GATA2,87.25899,-0.08332526,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
FCER1A,87.25899,-0.06353073,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
CPA3,87.25899,-0.20089805,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
CLC,87.25899,-0.029453885,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
AC106801.1,87.25899,-0.058904734,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
IL12B,87.25899,-0.12769327,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SNAI1,87.24092,-0.30459043,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
TLR4,87.24092,-0.33455023,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
LINC01010,87.24092,-0.672204,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-671J11.4,87.24092,-0.4752037,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SGIP1,87.240906,-0.3460601,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
NPC1L1,87.240906,-0.22377451,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SLC13A5,87.240906,-0.19389784,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SLC1A6,87.2409,-0.43757573,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-508N12.2,87.240875,-0.0042214487,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-62I21.1,87.240875,0.13361944,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-830F9.6,87.240875,-0.020863416,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-57C13.6,87.22285,-0.64462644,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-1090M7.1,87.22285,-0.5020839,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
C19orf77,87.22285,-0.30059126,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
FREM1,87.22282,-0.20974495,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
EBF2,87.22282,-0.49034953,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-345M22.1,87.22282,-0.16425028,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
KLHL14,87.22282,-0.36555335,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
AC092839.3,87.22282,-0.32723942,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
GPR85,87.22281,-0.26453313,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-138I1.2,87.22279,-0.14943506,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
TEKT3,87.22279,-0.08359795,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
FAM78B,87.22279,-0.21956909,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-274J16.5,87.22279,0.022224462,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-510H23.1,87.22279,-0.25533321,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
C10orf90,87.22276,0.21003257,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
CYP27C1,87.22276,0.10876804,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
PAQR5,87.20481,-0.86929923,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
DPYSL3,87.20478,-0.76478887,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
KIAA0125,87.20475,-0.28078055,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
ACSS3,87.20475,-0.22968294,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
LINC00693,87.204735,-0.29960623,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
OSTN,87.20472,-0.22312018,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SCT,87.20472,-0.22511241,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
TMEM56,87.20472,-0.28913403,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-118B18.1,87.204704,-0.076217465,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-462G2.2,87.20469,0.09533154,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-309L24.2,87.20469,-0.056161642,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
C2orf48,87.20469,0.07703688,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-202G18.1,87.20469,0.17317466,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
HES1,87.20469,-0.20514762,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
LINC00499,87.20468,-0.26165873,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-345M22.2,87.20465,0.31948665,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
AC007040.8,87.20465,0.03933063,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
C17orf99,87.18669,-0.47614792,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
C1orf116,87.18669,-0.4640617,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
LPAR1,87.18667,-0.33909175,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
NRARP,87.18665,-0.617817,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
FCRL5,87.18662,-0.42096442,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-157D23.2,87.186615,-0.55770814,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
MNDA,87.186615,-0.17425159,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
MLXIPL,87.18659,0.03780359,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-160H12.2,87.18659,0.028746642,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RTN1,87.18658,-0.7973834,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-99E15.2,87.18658,-0.18592347,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-79E3.3,87.18658,0.1325728,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-797D24.3,87.18658,0.3088476,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-17A4.2,87.18658,0.1436089,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
AC053503.4,87.18655,0.54046243,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
STARD13,87.16862,-0.5627899,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-548L20.1,87.1686,-0.4593284,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SCNN1B,87.16856,-0.2700508,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-164H13.1,87.16855,-0.41333556,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SLC6A11,87.16847,0.28288943,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
ID1,87.16847,-0.17823942,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
HRASLS5,87.168465,0.15798408,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-142C4.6,87.168434,-0.28305435,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RIN2,87.150604,-0.78015846,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SLCO2B1,87.15051,-0.5558411,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-59J16.1,87.15041,0.013737565,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
ST6GALNAC5,87.15041,-0.3016297,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
FAM19A5,87.13252,-1.2401209,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
ZNF608,87.13249,-0.29855978,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
GRM5,87.132416,-0.75656956,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
NOS1AP,87.132416,-0.71447545,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-160H22.3,87.132416,-0.40482408,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-546K22.1,87.13237,-0.5511462,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
FPR1,87.13226,-0.19162652,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
DAZL,87.11439,-0.71713424,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
AL928768.3,87.11436,-0.59543544,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
CTC-308K20.2,87.11433,-0.26380256,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
AC018359.1,87.11433,-0.24906015,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
ASPM,87.11433,-0.08512196,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
GAS2L3,87.11432,-0.43540773,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
ABCC3,87.114296,-0.4461957,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
PPP1R26-AS1,87.11427,-0.17859136,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP5-964N17.1,87.11427,-0.21087357,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-539G18.2,87.11424,-0.2765359,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
GUCY1A3,87.11423,-0.101895794,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
AC002331.1,87.11421,-0.09871436,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
LLfos-48D6.1,87.1142,0.22370325,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
PRSS35,87.11415,-0.21765263,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-7K24.3,87.1141,0.49867645,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-473M20.9,87.09637,-0.6391245,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RASL11A,87.09637,-0.70594496,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-33A14.1,87.09624,-0.22944765,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
EGR3,87.096176,-0.14860998,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
CHL1,87.09617,-0.40062743,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
BAMBI,87.096115,0.048978396,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
LHFP,87.09608,-0.16537704,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-844P9.2,87.096054,0.39781407,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
CHI3L1,87.096054,-0.5566226,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SH3RF1,87.07858,-0.6120429,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RNF217,87.07822,-0.4100541,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
TGM6,87.07815,-0.22873615,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
PPP2R2C,87.078125,-0.03579705,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
EYA4,87.07801,0.094421335,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
AC092171.4,87.07794,0.29794592,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
ARSJ,87.07794,0.10690965,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SLC1A3,87.06048,-0.8877984,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
NSUN7,87.06025,-0.59448564,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
STON2,87.06017,-0.69387525,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
TTTY14,87.060036,-0.39671892,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
EHF,87.05998,-0.82868534,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-989F5.1,87.05998,0.100293994,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
CCDC68,87.05998,0.058241546,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
CXCR2,87.05994,0.23464727,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
GPR176,87.05991,-0.04015329,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
FCER2,87.05991,-0.42536357,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
TBX20,87.05991,-0.09329805,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
CACNA1F,87.042046,-0.28260177,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
MNS1,87.042046,-0.26212162,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
MZB1,87.042046,-0.46821353,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
CTD-2587H19.1,87.04197,0.071730405,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
SLC30A8,87.04189,-0.1474443,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP1-69D17.4,87.04189,-0.12824613,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
HTR7,87.041885,-0.6841555,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-778J15.1,87.04181,0.10842838,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
TMEM236,87.04173,0.5228848,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
TCL1A,87.024124,-0.21934079,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
TNFRSF13B,87.024086,-0.35514125,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
AC091878.1,87.024055,-1.4426979,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
MKI67,87.023796,-0.024075622,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
ARHGAP19-SLIT1,87.02377,0.06120803,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
KCNK13,87.023766,-0.5781952,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
RP11-644C3.1,87.02363,0.30356005,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
CLEC5A,87.00608,-0.8948957,0.0,0.0,CD8_T_cytotoxic,PSNP_40nm_vs_control
