gene,scores,logfc,pval,padj,azimuth_cell_type,azimuth_cell_type_key,pct_in_group,pct_out_group,specificity
RN7SL1,12.132777,0.7873796,7.080634887372925e-34,3.445564422079283e-33,Mono,Mono,0.4834096109839816,0.23658332797737633,0.24682628300660528
PTPN9,12.115309,1.0789014,8.763312473697458e-34,4.259204118443479e-33,Mono,Mono,0.31178489702517165,0.11430683205861555,0.1974780649665561
ABLIM3,12.09292,7.2882667,1.1512012228315615e-33,5.588355450638648e-33,Mono,Mono,0.17276887871853547,0.0010604794652612636,0.1717083992532742
AGPAT9,12.024278,3.0589135,2.648952724324219e-33,1.281234691329731e-32,Mono,Mono,0.19736842105263158,0.025515778649013422,0.17185264240361817
CCL7,11.984204,6.5243616,4.2995325898501536e-33,2.0770688839855816e-32,Mono,Mono,0.17219679633867274,0.002024551706407867,0.17017224463226488
GLIPR2,11.976505,1.0890056,4.717937802587023e-33,2.2737049651021798e-32,Mono,Mono,0.2986270022883295,0.1054373674400668,0.19318963484826268
SH3RF1,11.964763,4.2575536,5.435265411344822e-33,2.616252905581142e-32,Mono,Mono,0.17906178489702518,0.008580242946204766,0.1704815419508204
DPYSL3,11.939919,6.8140306,7.329395378211038e-33,3.523747777986076e-32,Mono,Mono,0.17105263157894735,0.0015103798444630122,0.16954225173448434
GADD45A,11.917365,1.8703299,9.609952651155173e-33,4.614623121803204e-32,Mono,Mono,0.22482837528604116,0.04833215502281636,0.1764962202632248
SOCS1,11.768524,0.8325399,5.670804230642765e-32,2.7198101825624773e-31,Mono,Mono,0.41304347826086957,0.19438909955652672,0.21865437870434284
MGAM,11.74251,5.8422036,7.716212996088166e-32,3.696389459203912e-31,Mono,Mono,0.16933638443935928,0.002442316344238061,0.16689406809512122
HEXIM1,11.714438,1.0679405,1.0750124911003565e-31,5.143600435886874e-31,Mono,Mono,0.2803203661327231,0.09348287164984892,0.18683749448287418
RFX2,11.710466,1.182751,1.126578237627168e-31,5.383886440273205e-31,Mono,Mono,0.2660183066361556,0.08258885532489232,0.1834294513112633
NFKB1,11.680098,1.1121202,1.6111099047092163e-31,7.6902620749843265e-31,Mono,Mono,0.897025171624714,0.5718876534481648,0.3251375181765491
PPARG,11.6563425,5.4577403,2.1299734605584927e-31,1.0154819835797343e-30,Mono,Mono,0.16933638443935928,0.003599203033613984,0.16573718140574528
SLC7A5,11.655736,0.681704,2.145188089345481e-31,1.0215181377835624e-30,Mono,Mono,0.40160183066361554,0.18021723761167166,0.22138459305194388
RP11-426C22.5,11.613157,0.8181302,3.533229226403584e-31,1.680489525043322e-30,Mono,Mono,0.42734553775743706,0.2076290250016067,0.21971651275583035
DLGAP1,11.526693,1.5675408,9.679022105078383e-31,4.592655803121416e-30,Mono,Mono,0.22997711670480547,0.05659104055530559,0.17338607614949988
TPRG1,11.428386,1.2509263,3.016656107665915e-30,1.429694837756358e-29,Mono,Mono,0.26315789473684215,0.08525612185873124,0.1779017728781109
GPHN,11.389791,0.8044536,4.701197726796757e-30,2.2254190422706543e-29,Mono,Mono,0.461670480549199,0.23558711999485818,0.22608336055434083
CDYL2,11.37815,1.0783006,5.372747322008187e-30,2.540306062415219e-29,Mono,Mono,0.2923340961098398,0.10894016324956612,0.18339393286027367
PSTPIP2,11.356478,1.5199213,6.886551598777433e-30,3.252208547238457e-29,Mono,Mono,0.2437070938215103,0.07224114660325212,0.17146594721825817
SLC15A4,11.355777,0.70142686,6.941998925245358e-30,3.2745277949270554e-29,Mono,Mono,0.36441647597254,0.15788289735844202,0.206533578614098
SERPINB9,11.352643,0.80158573,7.19539239378861e-30,3.39005530920547e-29,Mono,Mono,0.5938215102974829,0.34112089465903966,0.2527006156384432
CHI3L1,11.299283,7.347315,1.322933064856792e-29,6.2036720509111e-29,Mono,Mono,0.16132723112128144,0.0008998007584034962,0.16042743036287796
KMO,11.293202,2.4158516,1.4177477159207389e-29,6.632737852260766e-29,Mono,Mono,0.19508009153318076,0.031557298026865466,0.1635227935063153
PKD2,11.283494,1.4153069,1.5833066249233358e-29,7.398629088426803e-29,Mono,Mono,0.24427917620137296,0.07195192493090814,0.17232725127046483
ST3GAL4,11.281177,2.0146925,1.62557930689962e-29,7.587301315750851e-29,Mono,Mono,0.19736842105263158,0.032007198406067215,0.16536122264656436
RP11-157E21.1,11.252136,8.252644,2.2605081222528486e-29,1.0526231069861926e-28,Mono,Mono,0.16018306636155605,0.00044990037920174806,0.1597331659823543
CPEB3,11.231932,1.1413257,2.8419702583371233e-29,1.3218466317847085e-28,Mono,Mono,0.2694508009153318,0.09264734237418853,0.17680345854114327
STAM,11.223791,0.65409106,3.116185388198627e-29,1.4477051745405931e-28,Mono,Mono,0.5520594965675057,0.27845619898451046,0.2736032975829953
USP6NL,11.162828,0.82098454,6.198753946167866e-29,2.8731188626502277e-28,Mono,Mono,0.3197940503432494,0.12880005141718615,0.19099399892606328
SLC39A11,11.080115,0.8217285,1.5666988954142723e-28,7.253235626917927e-28,Mono,Mono,0.36441647597254,0.1675878912526511,0.1968285847198889
GADD45B,11.011803,0.67502475,3.352276832902599e-28,1.5501858186832829e-27,Mono,Mono,0.46739130434782605,0.2352978983225142,0.23209340602531187
PPM1L,10.958787,1.0332454,6.030202055378353e-28,2.785312727657438e-27,Mono,Mono,0.2763157894736842,0.10071341345844845,0.17560237601523573
RP13-143G15.4,10.951031,4.8000035,6.569599843777419e-28,3.0309572520311044e-27,Mono,Mono,0.16132723112128144,0.00552734751590719,0.15579988360537425
C4orf45,10.925777,4.20611,8.67935237836158e-28,3.999701556848655e-27,Mono,Mono,0.16247139588100684,0.006684234205283113,0.15578716167572373
PPP1R12B,10.887744,0.783099,1.3186694392349349e-27,6.0628479964824595e-27,Mono,Mono,0.341533180778032,0.1495276046018381,0.19200557617619393
STON2,10.816725,5.780243,2.868461796309653e-27,1.3173188501996112e-26,Mono,Mono,0.15617848970251716,0.0024744520856096147,0.15370403761690754
PHLPP1,10.799029,0.69306344,3.478612450463475e-27,1.5938659566842956e-26,Mono,Mono,0.4056064073226544,0.1961244295905906,0.2094819777320638
ABCC3,10.798126,6.05547,3.512983588852195e-27,1.6077728095433386e-26,Mono,Mono,0.15560640732265446,0.002249501896008741,0.1533569054266457
BTBD11,10.727861,0.8281272,7.531912181290992e-27,3.435307722367613e-26,Mono,Mono,0.37643020594965676,0.18362362619705627,0.1928065797526005
AC104695.3,10.615523,4.445503,2.523771823337164e-26,1.1497821518620337e-25,Mono,Mono,0.15732265446224256,0.006137926601966706,0.15118472786027584
ADAP1,10.600679,2.7060225,2.958246215554979e-26,1.3446573707068088e-25,Mono,Mono,0.16990846681922195,0.017096214409666424,0.15281225240955554
CSF2RB,10.576474,3.7826557,3.8310359664393493e-26,1.7394033899838135e-25,Mono,Mono,0.15961098398169335,0.00870878591169098,0.15090219807000238
CDK8,10.535681,0.6011591,5.915358810143654e-26,2.6796642401556757e-25,Mono,Mono,0.46510297482837526,0.23568352721897284,0.22941944760940242
FTL,10.533392,0.15410745,6.061025161519402e-26,2.7425453219544804e-25,Mono,Mono,0.9914187643020594,0.9834179574522781,0.008000806849781328
STXBP5-AS1,10.49464,2.7448778,9.14254676856892e-26,4.132224528166743e-25,Mono,Mono,0.17048054919908467,0.01921717334018895,0.1512633758588957
SPRED1,10.465193,3.9546206,1.2482184817485215e-25,5.628944675303366e-25,Mono,Mono,0.15789473684210525,0.00870878591169098,0.14918595093041429
UBASH3B,10.425411,0.848772,1.8983621012650386e-25,8.541561760472615e-25,Mono,Mono,0.3180778032036613,0.14065813998328935,0.17741966322037195
AC017002.1,10.419049,2.5895097,2.0297128523591444e-25,9.12230495442312e-25,Mono,Mono,0.16876430205949655,0.018413779805900116,0.15035052225359644
CREB3L2,10.401861,0.8583271,2.4313779169347606e-25,1.091527684370263e-24,Mono,Mono,0.2917620137299771,0.11864515714377526,0.17311685658620185
ITPR1,10.353621,0.6683228,4.0295457700981436e-25,1.8069711973534274e-24,Mono,Mono,0.45766590389016015,0.24162863937271023,0.21603726451744992
FER,10.345519,0.83090824,4.385347274092774e-25,1.964321287387581e-24,Mono,Mono,0.29977116704805495,0.12536152709042991,0.17440963995762504
XRCC4,10.302994,1.0222974,6.83022141705934e-25,3.0560274796686085e-24,Mono,Mono,0.2574370709382151,0.09309724275339028,0.16433982818482484
NR3C1,10.285676,0.95347166,8.176588656720604e-25,3.6543412990930076e-24,Mono,Mono,0.9610983981693364,0.7210617648949159,0.24003663327442049
TFPI2,10.279342,4.7265434,8.732175850051528e-25,3.898292790201575e-24,Mono,Mono,0.15446224256292906,0.009094414808149622,0.14536782775477944
COTL1,10.247572,0.70790553,1.2135326543899168e-24,5.411516853466741e-24,Mono,Mono,0.562929061784897,0.31483385821710896,0.24809520356778803
NLRP3,10.229645,3.7884371,1.4605348202363241e-24,6.505723030005898e-24,Mono,Mono,0.15389016018306634,0.007776849411915929,0.14611331077115042
KCNK13,10.204359,5.745072,1.8956876242968784e-24,8.434650163723596e-24,Mono,Mono,0.14759725400457666,0.0026351307924673815,0.14496212321210927
AC069363.1,10.204063,3.3745425,1.9014635427404926e-24,8.450949078846633e-24,Mono,Mono,0.15617848970251716,0.010026351307924671,0.14615213839459248
EMILIN1,10.146727,5.78339,3.426644841100545e-24,1.5212629705218845e-23,Mono,Mono,0.14645308924485126,0.0022816376373802944,0.14417145160747097
SIPA1L3,10.132386,0.64219457,3.968434535382687e-24,1.759837931433564e-23,Mono,Mono,0.48169336384439354,0.2580178674722025,0.22367549637219103
VNN1,10.07806,6.631837,6.907644923912683e-24,3.0598648610908893e-23,Mono,Mono,0.14416475972540044,0.00102834372388971,0.14313641600151072
KMT2E-AS1,10.067151,1.0116295,7.718106649685515e-24,3.4150914379139445e-23,Mono,Mono,0.24199084668192217,0.08339224885918115,0.15859859782274102
ATRN,10.0283165,0.5745667,1.144511418458805e-23,5.058614004237812e-23,Mono,Mono,0.37757437070938216,0.1827238254386528,0.19485054527072937
JUN,9.98377,0.59280807,1.7951283232479393e-23,7.899354557746708e-23,Mono,Mono,0.538329519450801,0.29159971720547584,0.24672980224532515
SMAD5,9.929398,0.88382703,3.101243805303075e-23,1.3616877301001426e-22,Mono,Mono,0.2522883295194508,0.09293656404653251,0.1593517654729183
CRADD,9.897571,0.6514383,4.2650968229016295e-23,1.8686075894421158e-22,Mono,Mono,0.44336384439359267,0.2384150652355549,0.20494877915803777
PKP4,9.885843,1.0589464,4.7952698722527994e-23,2.0962928403290926e-22,Mono,Mono,0.24199084668192217,0.08683077318593738,0.1551600734959848
WWC2,9.867178,1.8036696,5.77669799542231e-23,2.522575543852537e-22,Mono,Mono,0.18192219679633864,0.03663474516357092,0.14528745163276774
LUZP1,9.8501625,0.47982872,6.843302505960603e-23,2.9818311572813085e-22,Mono,Mono,0.47940503432494275,0.2464168648370717,0.23298816948787104
GALNT7,9.825607,0.6933248,8.734604282043672e-23,3.8017864122061684e-22,Mono,Mono,0.31407322654462244,0.1421042483450093,0.17196897819961315
MLK7-AS1,9.789529,3.975525,1.2487621128593875e-22,5.4294004906929895e-22,Mono,Mono,0.14702517162471396,0.007487627739571949,0.139537543885142
UNC13B,9.783571,5.067185,1.3245241118154148e-22,5.746308511129782e-22,Mono,Mono,0.14244851258581237,0.0032778456198984504,0.13917066696591393
MYO9A,9.75208,0.5543736,1.8072626055947427e-22,7.832123967907877e-22,Mono,Mono,0.45480549199084663,0.23934700173532994,0.2154584902555167
GSN,9.728757,2.5184784,2.2735495780518416e-22,9.831565742926883e-22,Mono,Mono,0.17448512585812356,0.035959894594768296,0.13852523126335525
SLC4A8,9.634067,3.0053551,5.741131768899803e-22,2.477295261661188e-21,Mono,Mono,0.15217391304347827,0.013979047496625742,0.13819486554685254
RUNX2,9.6327095,0.60059017,5.8175109233694185e-22,2.507547811797163e-21,Mono,Mono,0.482837528604119,0.26598753133234776,0.21684999727177123
IRF4,9.627934,0.8584959,6.094224099219957e-22,2.6239931535930923e-21,Mono,Mono,0.2700228832951945,0.11321421685198274,0.15680866644321179
TTC7B,9.543363,3.4325857,1.3827435219915765e-21,5.9408959054417895e-21,Mono,Mono,0.14645308924485126,0.009994215566553118,0.13645887367829815
NAV2,9.540205,3.07303,1.4255082252100903e-21,6.11806105240382e-21,Mono,Mono,0.15274599542334094,0.01613214216851982,0.13661385325482112
CTC-550B14.7,9.4796295,0.9996614,2.5518857674302397e-21,1.0928846969722654e-20,Mono,Mono,0.25057208237986267,0.10093836364804931,0.14963371873181336
SNTB1,9.41261,0.6770274,4.839660904233245e-21,2.068231155655233e-20,Mono,Mono,0.5085812356979404,0.3112989266662381,0.19728230903170235
C1orf101,9.409193,1.6259702,4.999608256024791e-21,2.1343044849625573e-20,Mono,Mono,0.18478260869565216,0.04537566681663344,0.13940694187901873
FAM46A,9.356483,0.80712295,8.2434938799308e-21,3.5078697361407666e-20,Mono,Mono,0.2448512585812357,0.09390063628767911,0.15095062229355657
HIST1H1C,9.331761,0.8609646,1.0412557529487665e-20,4.4214681653875437e-20,Mono,Mono,0.27059496567505725,0.11938427919532099,0.15121068647973626
AC003092.1,9.331038,5.7843976,1.048382253785205e-20,4.447008499619109e-20,Mono,Mono,0.13501144164759726,0.0025065878269811682,0.1325048538206161
HIST2H2BE,9.324787,3.0342307,1.1120645985609848e-20,4.7121381294956984e-20,Mono,Mono,0.14588100686498856,0.012147310238447197,0.13373369662654136
FRY,9.318463,1.5288363,1.1803762546243901e-20,4.9963016068757255e-20,Mono,Mono,0.19107551487414187,0.05250980140111831,0.13856571347302357
RP11-120C12.3,9.3133745,7.7772026,1.2383378349770239e-20,5.2361007821438643e-20,Mono,Mono,0.13272311212814647,0.000514171861944855,0.1322089402662016
PTK2B,9.281918,0.6235224,1.664558716715077e-20,7.030871031531476e-20,Mono,Mono,0.618421052631579,0.348865608329584,0.26955544430199496
VAV3,9.276832,0.5548165,1.7459321218823097e-20,7.366802202035063e-20,Mono,Mono,0.3901601830663615,0.2052831158814833,0.18487706718487823
LHFP,9.25311,5.119998,2.1805350675880026e-20,9.190874889728147e-20,Mono,Mono,0.13501144164759726,0.0035027958094993243,0.13150864583809793
KLHDC10,9.241085,0.5083909,2.440102785083573e-20,1.0274116989825571e-19,Mono,Mono,0.4582379862700229,0.2440709557169483,0.21416703055307457
TTLL5,9.209066,0.87080866,3.289731996940966e-20,1.3822403348491455e-19,Mono,Mono,0.24656750572082375,0.09794973970049486,0.1486177660203289
MT1H,9.163269,5.654575,5.0348524166491005e-20,2.1132643931370832e-19,Mono,Mono,0.13272311212814647,0.0025708593097242744,0.1301522528184222
SPATS2L,9.080487,1.5906974,1.080894356846207e-19,4.522570530737268e-19,Mono,Mono,0.17448512585812356,0.040105405231698685,0.1343797206264249
LYST,9.065533,0.6446817,1.2399732561981398e-19,5.18275133207164e-19,Mono,Mono,0.6664759725400458,0.3771450607365511,0.2893309118034947
HSDL2,8.998264,0.6913823,2.293133044782346e-19,9.564684232668806e-19,Mono,Mono,0.2625858123569794,0.11135034385243263,0.15123546850454678
HIP1,8.9772625,0.8739581,2.775872687203825e-19,1.1566136196682603e-18,Mono,Mono,0.24199084668192217,0.09846391156243972,0.14352693511948245
IDO2,8.969884,5.8861265,2.968273868737212e-19,1.2354938059259987e-18,Mono,Mono,0.12929061784897025,0.0018638729995500993,0.12742674484942015
B3GNT7,8.947829,2.627288,3.6254007360068694e-19,1.5074431334747898e-18,Mono,Mono,0.14473684210526316,0.015907191978918947,0.12882965012634423
MAML3,8.927868,0.9489664,4.342994010492788e-19,1.80394351422338e-18,Mono,Mono,0.2522883295194508,0.11090044347323089,0.1413878860462199
CD99,8.918611,0.7195224,4.721745906094263e-19,1.959230666429155e-18,Mono,Mono,0.6950800915331807,0.3909955652676906,0.30408452626549015
QPCT,8.790756,3.0325246,1.4855710976955593e-18,6.151433116751799e-18,Mono,Mono,0.13901601830663615,0.0131113824795938,0.12590463582704237
CKB,8.733826,3.4805095,2.4620068019868102e-18,1.0173581826391777e-17,Mono,Mono,0.13615560640732266,0.011697409859245448,0.12445819654807722
RP11-24F11.2,8.714721,4.980147,2.9147555973936936e-18,1.201961071090183e-17,Mono,Mono,0.12700228832951943,0.0030850311716691292,0.1239172571578503
SLC9A1,8.708731,1.210018,3.072953523683838e-18,1.2658922857605925e-17,Mono,Mono,0.18649885583524026,0.05514493219358568,0.13135392364165457
PCSK6,8.633552,4.083767,5.947600611806222e-18,2.4425464524871548e-17,Mono,Mono,0.12929061784897025,0.006298605308824473,0.12299201254014577
ITGA2,8.597801,3.6371012,8.125821313857227e-18,3.3302546368267325e-17,Mono,Mono,0.13157894736842105,0.008869464618548747,0.1227094827498723
FAM151B,8.572839,3.6365476,1.0096514333735474e-17,4.133680382286786e-17,Mono,Mono,0.13043478260869565,0.00806607108425991,0.12236871152443574
CD9,8.56894,1.7471659,1.0444145061776316e-17,4.271633972096653e-17,Mono,Mono,0.17105263157894735,0.04592197441994985,0.1251306571589975
GPR183,8.56249,0.51706964,1.1045492317968337e-17,4.51296928211168e-17,Mono,Mono,0.5194508009153318,0.30262227649591866,0.21682852441941314
FRMD4B,8.542721,2.1250885,1.3109841503539368e-17,5.3509557157303544e-17,Mono,Mono,0.15446224256292906,0.03101099042354906,0.12345125213938
MCF2L2,8.528334,0.71765715,1.484708503345998e-17,6.053857302124355e-17,Mono,Mono,0.2242562929061785,0.08724853782376757,0.13700775508241092
CD40,8.404522,1.2985486,4.2960838948334006e-17,1.7463755670054475e-16,Mono,Mono,0.18192219679633864,0.05630181888296161,0.12562037791337705
CSF1,8.4024,2.8513663,4.374449618401165e-17,1.7764262409750924e-16,Mono,Mono,0.13844393592677345,0.018413779805900116,0.12003015612087334
TNFSF9,8.385922,4.141699,5.0329499830583086e-17,2.0417646990094559e-16,Mono,Mono,0.12471395881006864,0.005366668809049424,0.11934729000101921
ZNRF1,8.363735,0.4431171,6.076339491538187e-17,2.4625489327409063e-16,Mono,Mono,0.35068649885583525,0.18355935471431317,0.16712714414152208
ATP10D,8.3621235,0.8917608,6.159937767257951e-17,2.4939019300639477e-16,Mono,Mono,0.20251716247139587,0.07246609679285299,0.13005106567854288
PALLD,8.325665,2.0673418,8.385620079498697e-17,3.3812984191527003e-16,Mono,Mono,0.15217391304347827,0.03168584099235168,0.12048807205112659
SIK2,8.323521,0.50656873,8.538854466659404e-17,3.4396191205073126e-16,Mono,Mono,0.3123569794050343,0.15669387492769454,0.15566310447733978
HAS1,8.3107195,7.8978515,9.512370247908596e-17,3.8279155927197567e-16,Mono,Mono,0.11842105263157893,0.00044990037920174806,0.11797115225237718
ERN1,8.29217,0.44385022,1.1120163212363497e-16,4.470417371804421e-16,Mono,Mono,0.5966819221967964,0.3281701908863036,0.2685117313104928
SNCA,8.290439,2.901116,1.1283171987077227e-16,4.531394372320172e-16,Mono,Mono,0.13043478260869565,0.011601002635130787,0.11883377997356487
CTD-2337A12.1,8.271435,1.9838287,1.3235620718726254e-16,5.310178823962388e-16,Mono,Mono,0.14816933638443935,0.027765280545022163,0.12040405583941718
DIRC2,8.245317,0.4535897,1.6472278462957684e-16,6.602115616415905e-16,Mono,Mono,0.3192219679633867,0.16251044411594573,0.15671152384744097
RP11-24J23.2,8.239524,4.2249775,1.7289700697592224e-16,6.922803082119008e-16,Mono,Mono,0.12356979405034324,0.006395012532939133,0.11717478151740411
MAP3K5,8.224867,0.71444666,1.9540817699325497e-16,7.816327079730199e-16,Mono,Mono,0.7030892448512586,0.4376887974805577,0.26540044737070084
AP000304.12,8.209862,2.367674,2.2144285054063323e-16,8.840033953717894e-16,Mono,Mono,0.13729977116704806,0.018863680185101865,0.11843609098194618
DGKI,8.201727,5.1517596,2.3695814939927517e-16,9.449976047827524e-16,Mono,Mono,0.12013729977116704,0.0036956102577286446,0.11644168951343839
HPD,8.197385,4.0800076,2.4567324361823253e-16,9.787778630208467e-16,Mono,Mono,0.12299771167048054,0.006298605308824473,0.11669910636165606
RASGRP3,8.133282,1.1368669,4.1782176278803805e-16,1.6613191363341473e-15,Mono,Mono,0.18478260869565216,0.061604216209267926,0.12317839248638424
AK8,8.072871,3.7783163,6.86642460778957e-16,2.7247716697577657e-15,Mono,Mono,0.12242562929061784,0.007391220515457289,0.11503440877516055
TRIM2,8.072085,2.956701,6.91072809251598e-16,2.7396345262699626e-15,Mono,Mono,0.12929061784897025,0.01378623304839642,0.11550438480057383
XYLT1,8.033807,0.51788837,9.449401542463086e-16,3.742337244539836e-15,Mono,Mono,0.5600686498855836,0.32951989202390886,0.23054875786167472
FBXW7,7.984789,0.71998477,1.4076313640430716e-15,5.563760332186054e-15,Mono,Mono,0.7185354691075514,0.4232919853461018,0.2952434837614496
CCDC18,7.980081,0.47855976,1.4623695924037742e-15,5.7744110262735415e-15,Mono,Mono,0.3192219679633867,0.16800565589048133,0.15121631207290537
PPP1R10,7.9100456,0.3450877,2.5729492961961627e-15,1.0129721638567569e-14,Mono,Mono,0.43535469107551483,0.2449064849926087,0.19044820608290614
TGFA,7.8900833,2.1129506,3.019848131374231e-15,1.1877475442966495e-14,Mono,Mono,0.13672768878718533,0.022527154701458954,0.11420053408572638
PRKCI,7.8750763,0.39417222,3.4053546512768013e-15,1.338056837436857e-14,Mono,Mono,0.30434782608695654,0.15447650877305735,0.1498713173138992
GALNT2,7.858815,0.32828122,3.877845928193905e-15,1.5222162622939765e-14,Mono,Mono,0.5205949656750573,0.2898965229127835,0.23069844276227375
FANCC,7.812692,1.152323,5.597917446836952e-15,2.1952617438576282e-14,Mono,Mono,0.17391304347826086,0.05591618998650297,0.1179968534917579
DNER,7.7869434,5.0112844,6.864960338114479e-15,2.6895045399077295e-14,Mono,Mono,0.11384439359267733,0.00318143839578379,0.11066295519689354
ARHGAP26,7.76123,0.679887,8.410971984173747e-15,3.291965551535713e-14,Mono,Mono,0.7110983981693364,0.4411594575486855,0.2699389406206509
TNF,7.7328463,1.615927,1.0516821601387043e-14,4.108133438041814e-14,Mono,Mono,0.14874141876430205,0.03550999421556654,0.11323142454873551
PRLR,7.7133555,6.1164365,1.2255186736026549e-14,4.7825118969859706e-14,Mono,Mono,0.11098398169336383,0.001446108361719905,0.10953787333164393
CD86,7.6995287,2.8497386,1.3656906687506996e-14,5.32433009259532e-14,Mono,Mono,0.12585812356979403,0.015875056237547393,0.10998306733224664
SLC2A13,7.650591,0.3789105,2.0005770987039765e-14,7.784346687564111e-14,Mono,Mono,0.33867276887871856,0.18497332733466154,0.153699441544057
PTGIR,7.603519,4.279924,2.8818551050646245e-14,1.120254656973615e-13,Mono,Mono,0.11327231121281463,0.005141718619448549,0.10813059259336608
MAP7,7.5885053,3.7086256,3.2361737493861236e-14,1.2567665046159703e-13,Mono,Mono,0.11498855835240274,0.006812777170769327,0.10817578118163342
TAOK3,7.568728,0.88540924,3.76895886048199e-14,1.4594225984441397e-13,Mono,Mono,0.8466819221967963,0.5512565074876276,0.2954254147091687
ARHGAP32,7.531125,0.90838325,5.0304892966269924e-14,1.9422738597015415e-13,Mono,Mono,0.18478260869565216,0.06835272189729415,0.11642988679835801
KLRB1,41.625443,5.0341415,0.0,0.0,other T,other_T,0.7405204460966545,0.13007201548174235,0.610448430614912
PHACTR2,35.745277,3.1501222,7.833902616366793e-280,1.5667805232733586e-276,other T,other_T,0.7814126394052047,0.3225785983947211,0.4588340410104836
SPOCK2,35.073765,2.3953855,1.6934691247564615e-269,2.2579588330086152e-266,other T,other_T,0.8602230483271377,0.5132768630436852,0.34694618528345245
RORA,33.61045,1.9005907,1.1803725468662995e-247,1.1803725468662994e-244,other T,other_T,0.887732342007435,0.6650486976936013,0.2226836443138337
EML4,31.54048,1.49768,2.42196386332524e-218,1.9375710906601917e-215,other T,other_T,0.9412639405204463,0.7775768535262209,0.1636870869942254
PLCB1,31.164152,3.128036,3.2621192086338296e-213,2.1747461390892197e-210,other T,other_T,0.7055762081784388,0.25446527711684286,0.45111093106159594
GZMK,29.677172,4.0772996,1.5134164831028814e-193,7.567082415514407e-191,other T,other_T,0.5561338289962826,0.08020050125313286,0.4759333277431498
ERN1,29.624289,2.5733054,7.27300437954541e-193,3.2324463909090717e-190,other T,other_T,0.7278810408921935,0.32600488563180113,0.4018761552603924
ME1,28.773964,6.267808,4.54275032605704e-182,1.817100130422816e-179,other T,other_T,0.47657992565055773,0.01795628311284541,0.4586236425377123
CXCR6,28.188868,4.5573993,8.006678642296574e-175,2.911519506289663e-172,other T,other_T,0.4966542750929369,0.0483804447828432,0.4482738303100937
FYN,27.677443,1.4157784,1.3049445007348954e-168,4.349815002449651e-166,other T,other_T,0.9702602230483273,0.8152977380159261,0.15496248503240118
PTPN22,27.634937,2.4859126,4.2342840252414515e-168,1.3028566231512159e-165,other T,other_T,0.7524163568773236,0.35116271691887957,0.401253639958444
TNFAIP3,27.606674,1.9421841,9.252431084487081e-168,2.6435517384248805e-165,other T,other_T,0.8750929368029741,0.5828178040036802,0.29227513279929385
CEBPD,27.360525,3.7295768,8.09426791587233e-165,2.1584714442326214e-162,other T,other_T,0.5241635687732342,0.09866438247517531,0.42549918629805894
CYBA,27.073967,1.4031487,1.9949930172919478e-161,4.987482543229869e-159,other T,other_T,0.9197026022304834,0.7472795913835224,0.172423010846961
IL7R,26.599648,1.67434,6.852235139341674e-156,1.6122906210215702e-153,other T,other_T,0.9360594795539035,0.7117794486215541,0.22428003093234938
TC2N,26.43633,1.6965607,5.240065102257464e-154,1.16445891161277e-151,other T,other_T,0.8802973977695169,0.639351543415501,0.24094585435401583
SRGN,26.401611,1.6532843,1.3130414582142501e-153,2.7642978067668424e-151,other T,other_T,0.8810408921933086,0.6461089432441867,0.23493194894912195
SYTL2,26.096737,2.3934405,3.9704364813148257e-150,7.940872962629651e-148,other T,other_T,0.6951672862453533,0.30855620062815275,0.38661108561720053
SLC4A10,25.87543,6.6133676,1.259255978705496e-147,2.289556324919084e-145,other T,other_T,0.42453531598513017,0.01094508422956125,0.4135902317555689
ZBTB16,24.51604,4.1755466,9.96355931610046e-133,1.7327929245392105e-130,other T,other_T,0.44014869888475844,0.046699026046127995,0.3934496728386304
CCL5,23.67354,2.6701179,6.755612562476253e-124,1.0808980099962004e-121,other T,other_T,0.8014869888475837,0.3527489610101203,0.4487380278374634
MPZL3,23.452545,2.2167945,1.245170067906231e-121,1.9156462583172786e-119,other T,other_T,0.612639405204461,0.27790996478538127,0.33472944041907976
AUTS2,23.328026,2.2004726,2.3037567292399935e-120,3.4129729322073977e-118,other T,other_T,0.7040892193308552,0.33777481678880755,0.36631440254204767
AMICA1,23.124651,3.0700028,2.616208709617675e-118,3.7374410137395354e-116,other T,other_T,0.4691449814126395,0.11347990228736402,0.35566507912527545
AC092580.4,23.02066,2.542403,2.894959729310489e-117,3.993047902497226e-115,other T,other_T,0.5501858736059481,0.19136448716728538,0.3588213864386627
STAT4,22.79559,1.7189032,5.071186611540226e-115,6.761582148720302e-113,other T,other_T,0.7687732342007436,0.5124202912344153,0.25635294296632827
PARP8,22.762882,1.4112824,1.069767496619123e-114,1.3803451569279005e-112,other T,other_T,0.8312267657992566,0.6338314139779831,0.19739535182127343
PPP1R14B,22.054193,1.6371298,8.706962070371324e-108,1.0883702587964155e-105,other T,other_T,0.7799256505576211,0.5238412486913487,0.25608440186627235
ADAM12,21.984299,5.9251184,4.0703649480514924e-107,4.9337756946078696e-105,other T,other_T,0.36431226765799263,0.01319755083912313,0.3511147168188695
CST7,21.698732,2.1973922,2.1089668377967077e-104,2.4811374562314207e-102,other T,other_T,0.6000000000000001,0.24536023603312088,0.35463976396687924
FAM129A,21.648695,2.0826728,6.252447590115638e-104,7.145654388703587e-102,other T,other_T,0.6557620817843868,0.31709019383902803,0.33867188794535874
