cell_type_marker,B_cell,CD4_T,CD8_T_cytotoxic,DC,Monocyte_CD14,Monocyte_CD16
B_cell,67.644726407613,29.103885804916736,2.802008987575998,0.07930214115781126,0.317208564631245,0.05286809410520751
CD4_T,0.013621194578764559,99.35299325750869,0.6061431587550228,0.0,0.027242389157529117,0.0
CD8_T_cytotoxic,0.08537279453614115,20.97324985771201,78.74217416050085,0.08537279453614115,0.11383039271485487,0.0
DC,7.632600258732213,49.676584734799484,7.373868046571798,0.38809831824062097,33.11772315653299,1.8111254851228977
Monocyte_CD14,0.6238003838771593,55.71017274472169,5.422264875239923,0.23992322456813817,37.95585412667946,0.04798464491362764
Monocyte_CD16,0.7112970711297071,60.2928870292887,18.91213389121339,0.08368200836820083,19.874476987447697,0.12552301255230125
NK_cell,0.0999750062484379,29.46763309172707,70.1824543864034,0.024993751562109475,0.22494376405898525,0.0
Platelet,1.1363636363636365,79.18660287081339,9.988038277511961,0.17942583732057416,8.19377990430622,1.3157894736842104
